Soil Moisture,Temperature,Air Humidity
-1.7858119630475255,1.7004450385072452,0.5023569071862247
-0.3482952570846733,-1.0658215868046979,-0.5041349312112668
1.1319057929426286,0.9290214871495035,-0.32733862259977514
-1.4313857356319282,0.7660068613359367,0.33795184164697323
0.14813514201436057,0.4864992128511625,-0.927820647230592
-0.5851164160692718,-0.0685710502959162,0.22245150773692515
-0.14403396019455686,1.7108857269658717,-0.09246614943461386
0.6666605769232153,-0.10837117748128543,-1.7253492788126448
-0.3613532270696467,1.480271812023308,1.6550152378958354
-0.32463664347762133,-0.09400870697683607,1.0430086861134051
-0.8368328419142262,-0.5807322783965735,-0.6306582411130883
1.4940140603437806,1.1588301953788152,0.12235862829857555
-0.8743458537961931,0.20195889731466007,-0.7401648360512216
-1.1504406054067513,0.8708354750211021,-0.43259055242327954
0.05035097117009412,-1.1304481148213603,-1.0086279198879975
0.33096343835366976,-0.4140729134742245,-0.7121325575850135
0.6957596232597595,1.6160245422115673,-1.2570191107450799
1.1259110414865592,-0.2871146343982875,1.566146799716573
0.5406573267742881,-0.3915465526267517,0.25133900822782085
1.5025000027400317,-0.6827145030543469,0.23402311489105923
-1.341470481941965,0.4253793450511924,-1.6033111407255718
0.6312244985318777,-1.369111938510654,0.4967560082670103
-1.2646915469005209,-1.3687167144554435,0.08754043226753466
0.08715450024769203,-0.07327363294653783,-0.07163270583328235
0.27596328834158734,-0.10393869195999371,1.0619120432695597
-0.987493189599298,-1.215552421427383,0.6311556373733729
-0.41922425893754933,0.6750566600928316,0.5524061221323002
-0.31709567799089083,1.6555242244054322,0.810820162839112
-0.11184217399485577,-1.3414991871172885,-0.8786915929981184
0.2723129426843133,0.5063271620824538,-1.6960251942108062
1.121646137095486,-1.0989582452707478,-0.2479349851626924
0.7194981810326909,-1.7110808032204436,-0.9576757773745195
0.6871259898331433,1.0293421345637246,1.5922910909168377
0.8055269740398796,-1.3230919445586775,0.9617228338823329
0.40685611022014956,1.1287405583867596,1.0360858230527117
1.5617652793221197,0.2815360683520221,1.481699513526591
1.5834900780908772,1.2833839104687312,-0.9013735410971572
0.1026969319418465,0.44171113204477763,1.1875100179763225
1.4483193398637626,1.560319331162142,-1.4317714051879666
1.1393984930079346,-0.6646905993921026,0.4293393958243155
-0.6317279418141704,-1.5275976780599143,0.3211608000320284
0.8119158279890093,0.8098590515267375,0.5727992202786668
-1.237831210907291,1.4722401149664113,-0.05161843466690758
0.15393086783672033,1.4208293022891647,-1.540311758491662
1.4932261977493488,0.5523789885093312,-0.9277054303433674
-0.5009928487310772,0.9959402010697507,0.3984352890626034
1.4745645815324337,0.5210997473573127,1.2317636378586525
1.3189952842508343,1.135601113987023,-1.512372128038262
-1.264856680587077,-0.9370038129477535,0.25815547516626614
1.2285941365055228,0.2676173335640563,-0.4733402550899771
0.9014245360923671,0.9909359365255862,1.1863812857939695
0.3702293352166064,-0.525147913832328,-0.37011263734979366
-1.0856802685209817,1.061696760477151,-0.6959267274589838
1.1137115317201394,1.4770512163669385,-0.28407205652792794
1.4210591478017842,-0.29084569572786395,0.4661082498218643
1.5105284878376326,-0.2623753880957026,-0.2985366841773814
1.0140445119526948,1.4021823005549696,-1.0638422834258432
-1.4559395323077524,0.26733990419834114,-0.9014991020855841
1.680384100848845,0.8070176381813795,0.26216192479714856
1.1858633731441117,-1.5115644897874994,1.3380174181111626
-0.2509660593209926,0.9356629459484301,-0.8691878774976463
1.167684499154355,-0.9751968460298449,0.06586103306336782
1.1560675747486957,-1.5293118029975612,0.37182464873388194
-1.4984444964007637,-1.3906270386369977,1.636675410616502
-1.4623649550845075,1.7450324819128145,1.4204566189897716
1.7155257025317685,0.3700428001683407,-0.28157295619551603
-0.6954803886593754,-1.3577939099862277,1.7509781056885285
-0.9347911162486165,-0.5163235623884763,-0.3752828194333912
-1.1904566202054776,0.44234777328578123,-1.6761973048522514
0.7550300829436103,-1.0632272978994,-0.3287750670792078
1.7257630927225611,1.1265971425685886,1.6995039336766777
-1.7676995774449684,-1.6420091019410143,-1.150758486013261
-1.0969502165171472,1.7470642264497143,-0.6596543886985914
-0.3949122342633785,-1.165614815226177,0.6327008885736018
0.6988539559419298,0.4687772800782642,-0.9670591987405368
-1.6932808636929961,1.7053386919718867,-1.5302831612888201
1.0454676255924256,-0.7412384487098789,1.610736673382804
1.0925625719078902,-0.40178392345491,1.160607550182103
-0.5259350238407977,-1.5411136171026185,0.533226611668071
1.5093743546864125,-1.391688564811076,-0.19285504065137068
-1.5266508921863675,0.17622207052658093,1.1517144753518125
1.0262088890045888,1.736018960421628,0.5604178027250848
0.8091126667011349,-1.1053493280139737,0.733369021905717
1.1983218319196514,-1.539292723903932,1.390777658628954
1.2021725674107469,0.864534438416024,0.6409978681638132
-1.645651913533344,-0.052679042253413806,0.7272301940714141
0.4638454169446164,-1.1836166016267304,0.9548890389943169
-1.103311058747536,0.09720422031585506,-1.6067110100255435
-0.6660073067733517,-0.7220948514496385,0.2560129359861041
-1.2035065005159877,-1.3520194319921,-1.4161547982730096
0.9711608798257961,-1.3446323425519546,-0.907588246470934
-0.5367384738950863,-0.5159248324013187,-0.2698999993755246
